season,city,date,team1,team2,winner,win_by_runs,win_by_wickets,player_of_match,venue
2023,Ahmedabad,29-05-2023,Gujarat Titans,Chennai Super Kings,Chennai Super Kings,0,5,DP Conway,"Narendra Modi Stadium, Ahmedabad"
2023,Ahmedabad,26-05-2023,Gujarat Titans,Mumbai Indians,Gujarat Titans,62,0,Shubman Gill,"Narendra Modi Stadium, Ahmedabad"
2023,Chennai,24-05-2023,Mumbai Indians,Lucknow Super Giants,Mumbai Indians,81,0,Akash Madhwal,"MA Chidambaram Stadium, Chepauk, Chennai"
2023,Chennai,23-05-2023,Chennai Super Kings,Gujarat Titans,Chennai Super Kings,15,0,RD Gaikwad,"MA Chidambaram Stadium, Chepauk, Chennai"
2023,Mumbai,21-05-2023,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,0,8,C Green,"Wankhede Stadium, Mumbai"
2023,Bengaluru,21-05-2023,Royal Challengers Bangalore,Gujarat Titans,Gujarat Titans,0,6,Shubman Gill,"M Chinnaswamy Stadium, Bengaluru"
2023,Kolkata,20-05-2023,Lucknow Super Giants,Kolkata Knight Riders,Lucknow Super Giants,1,0,N Pooran,"Eden Gardens, Kolkata"
2023,Delhi,20-05-2023,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,77,0,RD Gaikwad,"Arun Jaitley Stadium, Delhi"
2023,Dharamsala,19-05-2023,Punjab Kings,Rajasthan Royals,Rajasthan Royals,0,4,D Padikkal,"Himachal Pradesh Cricket Association Stadium, Dharamsala"
2023,Hyderabad,18-05-2023,Sunrisers Hyderabad,Royal Challengers Bangalore,Royal Challengers Bangalore,0,8,V Kohli,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
2023,Dharamsala,17-05-2023,Delhi Capitals,Punjab Kings,Delhi Capitals,15,0,RR Rossouw,"Himachal Pradesh Cricket Association Stadium, Dharamsala"
2023,Lucknow,16-05-2023,Lucknow Super Giants,Mumbai Indians,Lucknow Super Giants,5,0,MP Stoinis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
2023,Ahmedabad,15-05-2023,Gujarat Titans,Sunrisers Hyderabad,Gujarat Titans,34,0,Shubman Gill,"Narendra Modi Stadium, Ahmedabad"
2023,Jaipur,14-05-2023,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,112,0,WD Parnell,"Sawai Mansingh Stadium, Jaipur"
2023,Chennai,14-05-2023,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,0,6,RK Singh,"MA Chidambaram Stadium, Chepauk, Chennai"
2023,Delhi,13-05-2023,Punjab Kings,Delhi Capitals,Punjab Kings,31,0,P Simran Singh,"Arun Jaitley Stadium, Delhi"
2023,Hyderabad,13-05-2023,Sunrisers Hyderabad,Lucknow Super Giants,Lucknow Super Giants,0,7,PN Mankad,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
2023,Mumbai,12-05-2023,Mumbai Indians,Gujarat Titans,Mumbai Indians,27,0,SA Yadav,"Wankhede Stadium, Mumbai"
2023,Kolkata,11-05-2023,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,0,9,YBK Jaiswal,"Eden Gardens, Kolkata"
2023,Chennai,10-05-2023,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,27,0,RA Jadeja,"MA Chidambaram Stadium, Chepauk, Chennai"
2023,Mumbai,09-05-2023,Royal Challengers Bangalore,Mumbai Indians,Mumbai Indians,0,6,SA Yadav,"Wankhede Stadium, Mumbai"
2023,Kolkata,08-05-2023,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,0,5,AD Russell,"Eden Gardens, Kolkata"
2023,Ahmedabad,07-05-2023,Gujarat Titans,Lucknow Super Giants,Gujarat Titans,56,0,Shubman Gill,"Narendra Modi Stadium, Ahmedabad"
2023,Jaipur,07-05-2023,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,0,4,GD Phillips,"Sawai Mansingh Stadium, Jaipur"
2023,Delhi,06-05-2023,Royal Challengers Bangalore,Delhi Capitals,Delhi Capitals,0,7,PD Salt,"Arun Jaitley Stadium, Delhi"
2023,Chennai,06-05-2023,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,0,6,M Pathirana,"MA Chidambaram Stadium, Chepauk, Chennai"
2023,Jaipur,05-05-2023,Rajasthan Royals,Gujarat Titans,Gujarat Titans,0,9,Rashid Khan,"Sawai Mansingh Stadium, Jaipur"
2023,Hyderabad,04-05-2023,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,5,0,CV Varun,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
2023,Chandigarh,03-05-2023,Punjab Kings,Mumbai Indians,Mumbai Indians,0,6,Ishan Kishan,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
2023,Lucknow,03-05-2023,Lucknow Super Giants,Chennai Super Kings,NA,0,0,None,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
2023,Ahmedabad,02-05-2023,Delhi Capitals,Gujarat Titans,Delhi Capitals,5,0,Mohammed Shami,"Narendra Modi Stadium, Ahmedabad"
2023,Lucknow,01-05-2023,Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,18,0,F du Plessis,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
2023,Chennai,30-04-2023,Chennai Super Kings,Punjab Kings,Punjab Kings,0,4,DP Conway,"MA Chidambaram Stadium, Chepauk, Chennai"
2023,Mumbai,30-04-2023,Rajasthan Royals,Mumbai Indians,Mumbai Indians,0,6,YBK Jaiswal,"Wankhede Stadium, Mumbai"
2023,Delhi,29-04-2023,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,9,0,MR Marsh,"Arun Jaitley Stadium, Delhi"
2023,Kolkata,29-04-2023,Kolkata Knight Riders,Gujarat Titans,Gujarat Titans,0,7,J Little,"Eden Gardens, Kolkata"
2023,Chandigarh,28-04-2023,Lucknow Super Giants,Punjab Kings,Lucknow Super Giants,56,0,MP Stoinis,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
2023,Jaipur,27-04-2023,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,32,0,YBK Jaiswal,"Sawai Mansingh Stadium, Jaipur"
2023,Bengaluru,26-04-2023,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,21,0,CV Varun,"M Chinnaswamy Stadium, Bengaluru"
2023,Ahmedabad,25-04-2023,Gujarat Titans,Mumbai Indians,Gujarat Titans,55,0,A Manohar,"Narendra Modi Stadium, Ahmedabad"
2023,Hyderabad,24-04-2023,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,7,0,AR Patel,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
2023,Bengaluru,23-04-2023,Royal Challengers Bangalore,Rajasthan Royals,Royal Challengers Bangalore,7,0,GJ Maxwell,"M Chinnaswamy Stadium, Bengaluru"
2023,Kolkata,23-04-2023,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,49,0,AM Rahane,"Eden Gardens, Kolkata"
2023,Mumbai,22-04-2023,Punjab Kings,Mumbai Indians,Punjab Kings,13,0,SM Curran,"Wankhede Stadium, Mumbai"
2023,Lucknow,22-04-2023,Gujarat Titans,Lucknow Super Giants,Gujarat Titans,7,0,MM Sharma,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
2023,Chennai,21-04-2023,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,0,7,RA Jadeja,"MA Chidambaram Stadium, Chepauk, Chennai"
2023,Delhi,20-04-2023,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,0,4,I Sharma,"Arun Jaitley Stadium, Delhi"
2023,Chandigarh,20-04-2023,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,24,0,Mohammed Siraj,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
2023,Jaipur,19-04-2023,Lucknow Super Giants,Rajasthan Royals,Lucknow Super Giants,10,0,MP Stoinis,"Sawai Mansingh Stadium, Jaipur"
2023,Hyderabad,18-04-2023,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,14,0,C Green,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
2023,Bengaluru,17-04-2023,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,8,0,DP Conway,"M Chinnaswamy Stadium, Bengaluru"
2023,Ahmedabad,16-04-2023,Gujarat Titans,Rajasthan Royals,Rajasthan Royals,0,3,SO Hetmyer,"Narendra Modi Stadium, Ahmedabad"
2023,Mumbai,16-04-2023,Kolkata Knight Riders,Mumbai Indians,Mumbai Indians,0,5,VR Iyer,"Wankhede Stadium, Mumbai"
2023,Lucknow,15-04-2023,Lucknow Super Giants,Punjab Kings,Punjab Kings,0,2,Sikandar Raza,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
2023,Bengaluru,15-04-2023,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,23,0,V Kohli,"M Chinnaswamy Stadium, Bengaluru"
2023,Kolkata,14-04-2023,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,23,0,HC Brook,"Eden Gardens, Kolkata"
2023,Chandigarh,13-04-2023,Punjab Kings,Gujarat Titans,Gujarat Titans,0,6,MM Sharma,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
2023,Chennai,12-04-2023,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,3,0,R Ashwin,"MA Chidambaram Stadium, Chepauk, Chennai"
2023,Delhi,11-04-2023,Delhi Capitals,Mumbai Indians,Mumbai Indians,0,6,RG Sharma,"Arun Jaitley Stadium, Delhi"
2023,Bengaluru,10-04-2023,Royal Challengers Bangalore,Lucknow Super Giants,Lucknow Super Giants,0,1,N Pooran,"M Chinnaswamy Stadium, Bengaluru"
2023,Ahmedabad,09-04-2023,Gujarat Titans,Kolkata Knight Riders,Kolkata Knight Riders,0,3,RK Singh,"Narendra Modi Stadium, Ahmedabad"
2023,Hyderabad,09-04-2023,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,0,8,S Dhawan,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
2023,Mumbai,08-04-2023,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,0,7,RA Jadeja,"Wankhede Stadium, Mumbai"
2023,Guwahati,08-04-2023,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,57,0,YBK Jaiswal,"Barsapara Cricket Stadium, Guwahati"
2023,Lucknow,07-04-2023,Sunrisers Hyderabad,Lucknow Super Giants,Lucknow Super Giants,0,5,KH Pandya,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
2023,Kolkata,06-04-2023,Kolkata Knight Riders,Royal Challengers Bangalore,Kolkata Knight Riders,81,0,SN Thakur,"Eden Gardens, Kolkata"
2023,Guwahati,05-04-2023,Punjab Kings,Rajasthan Royals,Punjab Kings,5,0,NT Ellis,"Barsapara Cricket Stadium, Guwahati"
2023,Delhi,04-04-2023,Delhi Capitals,Gujarat Titans,Gujarat Titans,0,6,B Sai Sudharsan,"Arun Jaitley Stadium, Delhi"
2023,Chennai,03-04-2023,Chennai Super Kings,Lucknow Super Giants,Chennai Super Kings,12,0,MM Ali,"MA Chidambaram Stadium, Chepauk, Chennai"
2023,Hyderabad,02-04-2023,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,72,0,JC Buttler,"Rajiv Gandhi International Stadium, Uppal, Hyderabad"
2023,Bengaluru,02-04-2023,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,0,8,F du Plessis,"M Chinnaswamy Stadium, Bengaluru"
2023,Lucknow,01-04-2023,Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants,50,0,MA Wood,"Bharat Ratna Shri Atal Bihari Vajpayee Ekana Cricket Stadium, Lucknow"
2023,Chandigarh,01-04-2023,Punjab Kings,Kolkata Knight Riders,Punjab Kings,7,0,Arshdeep Singh,"Punjab Cricket Association IS Bindra Stadium, Mohali, Chandigarh"
2023,Ahmedabad,31-03-2023,Chennai Super Kings,Gujarat Titans,Gujarat Titans,0,5,Rashid Khan,"Narendra Modi Stadium, Ahmedabad"
2022,Ahmedabad,29-05-2022,Rajasthan Royals,Gujarat Titans,Gujarat Titans,0,7,HH Pandya,"Narendra Modi Stadium, Ahmedabad"
2022,Ahmedabad,27-05-2022,Royal Challengers Bangalore,Rajasthan Royals,Rajasthan Royals,0,7,JC Buttler,"Narendra Modi Stadium, Ahmedabad"
2022,Kolkata,25-05-2022,Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,14,0,RM Patidar,"Eden Gardens, Kolkata"
2022,Kolkata,24-05-2022,Rajasthan Royals,Gujarat Titans,Gujarat Titans,0,7,DA Miller,"Eden Gardens, Kolkata"
2022,Mumbai,22-05-2022,Sunrisers Hyderabad,Punjab Kings,Punjab Kings,0,5,Harpreet Brar,"Wankhede Stadium, Mumbai"
2022,Mumbai,21-05-2022,Delhi Capitals,Mumbai Indians,Mumbai Indians,0,5,JJ Bumrah,"Wankhede Stadium, Mumbai"
2022,Mumbai,20-05-2022,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,0,5,R Ashwin,"Brabourne Stadium, Mumbai"
2022,Mumbai,19-05-2022,Gujarat Titans,Royal Challengers Bangalore,Royal Challengers Bangalore,0,8,V Kohli,"Wankhede Stadium, Mumbai"
2022,Navi Mumbai,18-05-2022,Lucknow Super Giants,Kolkata Knight Riders,Lucknow Super Giants,2,0,Q de Kock,"Dr DY Patil Sports Academy, Mumbai"
2022,Mumbai,17-05-2022,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,3,0,RA Tripathi,"Wankhede Stadium, Mumbai"
2022,Navi Mumbai,16-05-2022,Delhi Capitals,Punjab Kings,Delhi Capitals,17,0,SN Thakur,"Dr DY Patil Sports Academy, Mumbai"
2022,Mumbai,15-05-2022,Chennai Super Kings,Gujarat Titans,Gujarat Titans,0,7,WP Saha,"Wankhede Stadium, Mumbai"
2022,Mumbai,15-05-2022,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,24,0,TA Boult,"Brabourne Stadium, Mumbai"
2022,Pune,14-05-2022,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,54,0,AD Russell,"Maharashtra Cricket Association Stadium, Pune"
2022,Mumbai,13-05-2022,Punjab Kings,Royal Challengers Bangalore,Punjab Kings,54,0,JM Bairstow,"Brabourne Stadium, Mumbai"
2022,Mumbai,12-05-2022,Chennai Super Kings,Mumbai Indians,Mumbai Indians,0,5,DR Sams,"Wankhede Stadium, Mumbai"
2022,Navi Mumbai,11-05-2022,Rajasthan Royals,Delhi Capitals,Delhi Capitals,0,8,MR Marsh,"Dr DY Patil Sports Academy, Mumbai"
2022,Pune,10-05-2022,Gujarat Titans,Lucknow Super Giants,Gujarat Titans,62,0,Shubman Gill,"Maharashtra Cricket Association Stadium, Pune"
2022,Navi Mumbai,09-05-2022,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,52,0,JJ Bumrah,"Dr DY Patil Sports Academy, Mumbai"
2022,Navi Mumbai,08-05-2022,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,91,0,DP Conway,"Dr DY Patil Sports Academy, Mumbai"
2022,Mumbai,08-05-2022,Royal Challengers Bangalore,Sunrisers Hyderabad,Royal Challengers Bangalore,67,0,PWH de Silva,"Wankhede Stadium, Mumbai"
2022,Pune,07-05-2022,Lucknow Super Giants,Kolkata Knight Riders,Lucknow Super Giants,75,0,Avesh Khan,"Maharashtra Cricket Association Stadium, Pune"
2022,Mumbai,07-05-2022,Punjab Kings,Rajasthan Royals,Rajasthan Royals,0,6,YBK Jaiswal,"Wankhede Stadium, Mumbai"
2022,Mumbai,06-05-2022,Mumbai Indians,Gujarat Titans,Mumbai Indians,5,0,TH David,"Brabourne Stadium, Mumbai"
2022,Mumbai,05-05-2022,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,21,0,DA Warner,"Brabourne Stadium, Mumbai"
2022,Pune,04-05-2022,Royal Challengers Bangalore,Chennai Super Kings,Royal Challengers Bangalore,13,0,HV Patel,"Maharashtra Cricket Association Stadium, Pune"
2022,Navi Mumbai,03-05-2022,Gujarat Titans,Punjab Kings,Punjab Kings,0,8,K Rabada,"Dr DY Patil Sports Academy, Mumbai"
2022,Mumbai,02-05-2022,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,0,7,RK Singh,"Wankhede Stadium, Mumbai"
2022,Mumbai,01-05-2022,Lucknow Super Giants,Delhi Capitals,Lucknow Super Giants,6,0,Mohsin Khan (2),"Wankhede Stadium, Mumbai"
2022,Pune,01-05-2022,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,13,0,RD Gaikwad,"Maharashtra Cricket Association Stadium, Pune"
2022,Mumbai,30-04-2022,Royal Challengers Bangalore,Gujarat Titans,Gujarat Titans,0,6,R Tewatia,"Brabourne Stadium, Mumbai"
2022,Navi Mumbai,30-04-2022,Rajasthan Royals,Mumbai Indians,Mumbai Indians,0,5,SA Yadav,"Dr DY Patil Sports Academy, Mumbai"
2022,Pune,29-04-2022,Lucknow Super Giants,Punjab Kings,Lucknow Super Giants,20,0,KH Pandya,"Maharashtra Cricket Association Stadium, Pune"
2022,Mumbai,28-04-2022,Kolkata Knight Riders,Delhi Capitals,Delhi Capitals,0,4,Kuldeep Yadav,"Wankhede Stadium, Mumbai"
2022,Mumbai,27-04-2022,Sunrisers Hyderabad,Gujarat Titans,Gujarat Titans,0,5,Umran Malik,"Wankhede Stadium, Mumbai"
2022,Pune,26-04-2022,Rajasthan Royals,Royal Challengers Bangalore,Rajasthan Royals,29,0,R Parag,"Maharashtra Cricket Association Stadium, Pune"
2022,Mumbai,25-04-2022,Punjab Kings,Chennai Super Kings,Punjab Kings,11,0,S Dhawan,"Wankhede Stadium, Mumbai"
2022,Mumbai,24-04-2022,Lucknow Super Giants,Mumbai Indians,Lucknow Super Giants,36,0,KL Rahul,"Wankhede Stadium, Mumbai"
2022,Navi Mumbai,23-04-2022,Gujarat Titans,Kolkata Knight Riders,Gujarat Titans,8,0,Rashid Khan,"Dr DY Patil Sports Academy, Mumbai"
2022,Mumbai,23-04-2022,Royal Challengers Bangalore,Sunrisers Hyderabad,Sunrisers Hyderabad,0,9,M Jansen,"Brabourne Stadium, Mumbai"
2022,Mumbai,22-04-2022,Rajasthan Royals,Delhi Capitals,Rajasthan Royals,15,0,JC Buttler,"Wankhede Stadium, Mumbai"
2022,Navi Mumbai,21-04-2022,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,0,3,Mukesh Choudhary,"Dr DY Patil Sports Academy, Mumbai"
2022,Mumbai,20-04-2022,Punjab Kings,Delhi Capitals,Delhi Capitals,0,9,Kuldeep Yadav,"Brabourne Stadium, Mumbai"
2022,Mumbai,19-04-2022,Royal Challengers Bangalore,Lucknow Super Giants,Royal Challengers Bangalore,18,0,F du Plessis,"Dr DY Patil Sports Academy, Mumbai"
2022,Mumbai,18-04-2022,Rajasthan Royals,Kolkata Knight Riders,Rajasthan Royals,7,0,YS Chahal,"Brabourne Stadium, Mumbai"
2022,Mumbai,17-04-2022,Punjab Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,0,7,Umran Malik,"Dr DY Patil Sports Academy, Mumbai"
2022,Pune,17-04-2022,Chennai Super Kings,Gujarat Titans,Gujarat Titans,0,3,DA Miller,"Maharashtra Cricket Association Stadium, Pune"
2022,Mumbai,16-04-2022,Lucknow Super Giants,Mumbai Indians,Lucknow Super Giants,18,0,KL Rahul,"Brabourne Stadium, Mumbai"
2022,Mumbai,16-04-2022,Royal Challengers Bangalore,Delhi Capitals,Royal Challengers Bangalore,16,0,KD Karthik,"Wankhede Stadium, Mumbai"
2022,Mumbai,15-04-2022,Kolkata Knight Riders,Sunrisers Hyderabad,Sunrisers Hyderabad,0,7,RA Tripathi,"Brabourne Stadium, Mumbai"
2022,Mumbai,14-04-2022,Gujarat Titans,Rajasthan Royals,Gujarat Titans,37,0,HH Pandya,"Dr DY Patil Sports Academy, Mumbai"
2022,Pune,13-04-2022,Punjab Kings,Mumbai Indians,Punjab Kings,12,0,MA Agarwal,"Maharashtra Cricket Association Stadium, Pune"
2022,Mumbai,12-04-2022,Chennai Super Kings,Royal Challengers Bangalore,Chennai Super Kings,23,0,S Dube,"Dr DY Patil Sports Academy, Mumbai"
2022,Mumbai,11-04-2022,Gujarat Titans,Sunrisers Hyderabad,Sunrisers Hyderabad,0,8,KS Williamson,"Dr DY Patil Sports Academy, Mumbai"
2022,Mumbai,10-04-2022,Rajasthan Royals,Lucknow Super Giants,Rajasthan Royals,3,0,YS Chahal,"Wankhede Stadium, Mumbai"
2022,Mumbai,10-04-2022,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,44,0,Kuldeep Yadav,"Brabourne Stadium, Mumbai"
2022,Pune,09-04-2022,Mumbai Indians,Royal Challengers Bangalore,Royal Challengers Bangalore,0,7,Anuj Rawat,"Maharashtra Cricket Association Stadium, Pune"
2022,Mumbai,09-04-2022,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,0,8,Abhishek Sharma,"Dr DY Patil Sports Academy, Mumbai"
2022,Mumbai,08-04-2022,Punjab Kings,Gujarat Titans,Gujarat Titans,0,6,Shubman Gill,"Brabourne Stadium, Mumbai"
2022,Mumbai,07-04-2022,Delhi Capitals,Lucknow Super Giants,Lucknow Super Giants,0,6,Q de Kock,"Dr DY Patil Sports Academy, Mumbai"
2022,Pune,06-04-2022,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,0,5,PJ Cummins,"Maharashtra Cricket Association Stadium, Pune"
2022,Mumbai,05-04-2022,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,0,4,KD Karthik,"Wankhede Stadium, Mumbai"
2022,Mumbai,04-04-2022,Lucknow Super Giants,Sunrisers Hyderabad,Lucknow Super Giants,12,0,Avesh Khan,"Dr DY Patil Sports Academy, Mumbai"
2022,Mumbai,03-04-2022,Punjab Kings,Chennai Super Kings,Punjab Kings,54,0,LS Livingstone,"Brabourne Stadium, Mumbai"
2022,Mumbai,02-04-2022,Rajasthan Royals,Mumbai Indians,Rajasthan Royals,23,0,JC Buttler,"Dr DY Patil Sports Academy, Mumbai"
2022,Pune,02-04-2022,Gujarat Titans,Delhi Capitals,Gujarat Titans,14,0,LH Ferguson,"Maharashtra Cricket Association Stadium, Pune"
2022,Mumbai,01-04-2022,Punjab Kings,Kolkata Knight Riders,Kolkata Knight Riders,0,6,UT Yadav,"Wankhede Stadium, Mumbai"
2022,Mumbai,31-03-2022,Chennai Super Kings,Lucknow Super Giants,Lucknow Super Giants,0,6,E Lewis,"Brabourne Stadium, Mumbai"
2022,Mumbai,30-03-2022,Kolkata Knight Riders,Royal Challengers Bangalore,Royal Challengers Bangalore,0,3,PWH de Silva,"Dr DY Patil Sports Academy, Mumbai"
2022,Pune,29-03-2022,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,61,0,SV Samson,"Maharashtra Cricket Association Stadium, Pune"
2022,Mumbai,28-03-2022,Lucknow Super Giants,Gujarat Titans,Gujarat Titans,0,5,Mohammed Shami,"Wankhede Stadium, Mumbai"
2022,Mumbai,27-03-2022,Mumbai Indians,Delhi Capitals,Delhi Capitals,0,4,Kuldeep Yadav,"Brabourne Stadium, Mumbai"
2022,Mumbai,27-03-2022,Royal Challengers Bangalore,Punjab Kings,Punjab Kings,0,5,OF Smith,"Dr DY Patil Sports Academy, Mumbai"
2022,Mumbai,26-03-2022,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,0,6,UT Yadav,"Wankhede Stadium, Mumbai"
2021,Dubai,15-10-2021,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,27,0,F du Plessis,Dubai International Cricket Stadium
2021,Sharjah,13-10-2021,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,0,3,VR Iyer,Sharjah Cricket Stadium
2021,Sharjah,11-10-2021,Royal Challengers Bangalore,Kolkata Knight Riders,Kolkata Knight Riders,0,4,SP Narine,Sharjah Cricket Stadium
2021,Dubai,10-10-2021,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,0,4,RD Gaikwad,Dubai International Cricket Stadium
2021,Abu Dhabi,08-10-2021,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,42,0,Ishan Kishan,"Zayed Cricket Stadium, Abu Dhabi"
2021,Dubai,08-10-2021,Delhi Capitals,Royal Challengers Bangalore,Royal Challengers Bangalore,0,7,KS Bharat,Dubai International Cricket Stadium
2021,Dubai,07-10-2021,Chennai Super Kings,Punjab Kings,Punjab Kings,0,6,KL Rahul,Dubai International Cricket Stadium
2021,Sharjah,07-10-2021,Kolkata Knight Riders,Rajasthan Royals,Kolkata Knight Riders,86,0,Shivam Mavi,Sharjah Cricket Stadium
2021,Abu Dhabi,06-10-2021,Sunrisers Hyderabad,Royal Challengers Bangalore,Sunrisers Hyderabad,4,0,KS Williamson,"Zayed Cricket Stadium, Abu Dhabi"
2021,Sharjah,05-10-2021,Rajasthan Royals,Mumbai Indians,Mumbai Indians,0,8,NM Coulter-Nile,Sharjah Cricket Stadium
2021,Dubai,04-10-2021,Chennai Super Kings,Delhi Capitals,Delhi Capitals,0,3,AR Patel,Dubai International Cricket Stadium
2021,Dubai,03-10-2021,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,0,6,Shubman Gill,Dubai International Cricket Stadium
2021,Sharjah,03-10-2021,Royal Challengers Bangalore,Punjab Kings,Royal Challengers Bangalore,6,0,GJ Maxwell,Sharjah Cricket Stadium
2021,Sharjah,02-10-2021,Mumbai Indians,Delhi Capitals,Delhi Capitals,0,4,AR Patel,Sharjah Cricket Stadium
2021,Abu Dhabi,02-10-2021,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,0,7,RD Gaikwad,"Zayed Cricket Stadium, Abu Dhabi"
2021,Dubai,01-10-2021,Kolkata Knight Riders,Punjab Kings,Punjab Kings,0,5,KL Rahul,Dubai International Cricket Stadium
2021,Sharjah,30-09-2021,Sunrisers Hyderabad,Chennai Super Kings,Chennai Super Kings,0,6,JR Hazlewood,Sharjah Cricket Stadium
2021,Dubai,29-09-2021,Rajasthan Royals,Royal Challengers Bangalore,Royal Challengers Bangalore,0,7,YS Chahal,Dubai International Cricket Stadium
2021,Abu Dhabi,28-09-2021,Punjab Kings,Mumbai Indians,Mumbai Indians,0,6,KA Pollard,"Zayed Cricket Stadium, Abu Dhabi"
2021,Sharjah,28-09-2021,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,0,3,SP Narine,Sharjah Cricket Stadium
2021,Dubai,27-09-2021,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,0,7,JJ Roy,Dubai International Cricket Stadium
2021,Abu Dhabi,26-09-2021,Kolkata Knight Riders,Chennai Super Kings,Chennai Super Kings,0,2,RA Jadeja,"Zayed Cricket Stadium, Abu Dhabi"
2021,Dubai,26-09-2021,Royal Challengers Bangalore,Mumbai Indians,Royal Challengers Bangalore,54,0,GJ Maxwell,Dubai International Cricket Stadium
2021,Abu Dhabi,25-09-2021,Delhi Capitals,Rajasthan Royals,Delhi Capitals,33,0,SS Iyer,"Zayed Cricket Stadium, Abu Dhabi"
2021,Sharjah,25-09-2021,Punjab Kings,Sunrisers Hyderabad,Punjab Kings,5,0,JO Holder,Sharjah Cricket Stadium
